jd_no,text_job
1169,"Job Title: CT Technologist  
Employment Type: Part-time, Rotating Shift  
Core Responsibilities: Perform CAT Scan examinations, including angiography; select appropriate imaging techniques and equipment; ensure radiation safety and infection control; assess patient conditions; administer intravenous CT contrast; review examinations for technical accuracy; communicate relevant data to healthcare team.  
Required Skills: Knowledge of radiation safety, infection control policies, and patient assessment; proficiency in CT imaging techniques; ability to perform intravenous injections.  
Technologies/Tools: CAT scan equipment and related imaging software.  
Qualifications: Completion of a certified CAT scan program; certification by the American Registry of Radiologic Technologists in Radiography and CAT scan; state licensure as a Radiographer; one year of experience in a CAT Scan Technologist role preferred.  
Industry Context: Operates within an integrated healthcare delivery system focused on preventative, acute, and post-acute care, serving nearly 3 million people."
1170,"Job Title: Digital Agency Account Executive  
Company: ARSENL  

The Account Executive at ARSENL, a digital marketing agency, is responsible for developing integrated marketing campaigns across paid channels, organic, and CRM for clients in various industries, including Restaurant, Hospitality, Spirits, Travel, Marine, Cannabis, Food/Beverage, and E-commerce. Key responsibilities include planning actions, overseeing internal team execution, maintaining client relationships, developing strategic marketing and media plans, executing creative briefs and media briefs, monitoring campaign performance in ad platforms, and collaborating with internal teams to ensure alignment with marketing objectives. Required skills include a Bachelor's Degree, 2+ years of experience in agency account management, media planning, CRM, or analytics, strong written and verbal communication, attention to detail, organizational and time management skills, interpersonal skills, and analytical abilities. The position is based in Ft. Lauderdale and follows a hybrid work schedule."
1171,"The District Maintenance Technician at Crunch Fitness - Undefeated Tribe is responsible for maintaining the functionality and appearance of assigned fitness clubs, performing regular maintenance duties, and overseeing third-party vendor work. Key responsibilities include conducting club walk-throughs, managing an online work order program, identifying and repairing fitness and spa equipment, controlling parts inventory, training club management on basic repairs, soliciting vendor bids, and ensuring quality of contractor work. Required skills include a minimum of two years in building or retail maintenance, knowledge of carpentry, plumbing, electrical, and HVAC systems, effective communication, and proficiency with office equipment. A high school diploma or GED is required, along with a valid driver’s license. The position involves physical demands such as lifting over 100 lbs and standing for extended periods. Compensation ranges from $45,000 to $55,000, with full-time benefits including health insurance, PTO, and a free gym membership. The role requires up to 100% travel within the assigned territory."
1172,"Job Title: Physical Therapist (PT)  
Location: In facility, reporting to Director of Rehab  
Core Responsibilities: Assess patient needs, develop recovery plans, and deliver physical therapy services. Adapt treatment programs to individual patient requirements and provide education to patients and caregivers to promote independence. Collaborate with peers and make referrals as necessary for comprehensive patient care.  
Required Skills: Proficiency in physical therapy techniques and patient assessment. Strong communication and teaching abilities.  
Technologies/Methodologies: Patient-centered care approach, integrated rehabilitation solutions.  
Industry Context: Healthcare, specifically rehabilitation and wellness services."
1173,"Job Title: Artificial Intelligence Engineer (Internship)

Core Responsibilities: Develop and enhance an AI-based mental health application, collaborate with a multidisciplinary team to integrate ethical and user-friendly AI features, contribute to ideation and implementation of new features focusing on personalization, assist in testing and debugging AI algorithms, and stay updated on AI and mental health research trends.

Required Technical Skills: Proficiency in Python, familiarity with AI and machine learning libraries (e.g., TensorFlow, PyTorch), understanding of Natural Language Processing (NLP), ability to write clean and well-documented code, and previous experience or interest in app development (iOS/Android).

Technologies and Methodologies: Knowledge of ethical AI development principles, including privacy, bias mitigation, and user safety; familiarity with Firebase, MVVM frameworks (Vue or React), and Node.js is a plus.

Domain Context: Focus on mental health solutions leveraging AI technology to address loneliness and improve user wellbeing.

Qualifications: Enrollment in a Computer Science, Artificial Intelligence, Software Engineering, or related degree program, interest in mental health, strong problem-solving skills, and effective communication abilities.

Internship Details: 3-month duration (June to August 2024), remote work with weekly meetings, unpaid with potential equity opportunities. Application deadline is May 15, 2024."
1174,"Job Title: Associate Team Leader  
Company: H&R Block  

Responsibilities include supporting the Multi-Unit Team Leader by serving as the onsite point of contact for tax office associates and clients, ensuring adherence to Standard Operating Procedures (SOP) and quality client service. This role involves managing client scheduling, resolving conflicts, and leading daily operations to meet deadlines and quality standards. Daily activities include leading huddles and communicating essential information to associates.  

Required skills include prior customer service experience, strong organizational and communication skills, proficiency in MS Office, and the ability to work independently. A high school diploma or equivalent is required, with a flexible schedule of 40 hours per week. Preferred qualifications include experience in supervising or managing staff and a history of delivering exceptional customer experiences.  

The role operates within the tax preparation industry, focusing on client service and operational excellence."
1175,"Job Title: Mechanical Engineer II  
Company: iConn Technologies  
Location: On-site in Irvine, California (within 35-40 miles)  

The Mechanical Engineer II will support the design, development, and transition to production of mechanical parts, cables, and electromechanical assemblies. Responsibilities include analyzing and validating designs for manufacturability, creating and updating engineering processes, conducting dimensional and tolerance analysis, and resolving manufacturing and quality issues. Required skills include fluency in English, familiarity with technical terms, and the ability to read technical documents in English and preferably Chinese. Proficiency in 3D modeling using SolidWorks or similar CAD software is essential, along with knowledge of manufacturing processes such as die casting, machining, and plastic molding. A Bachelor’s degree in mechanical engineering or equivalent experience and five years of related experience are required. The role may involve physical activities including lifting up to 50 pounds and exposure to moderate noise levels and various environmental conditions. Knowledge of compliance standards (UL, CSA, ASTM) and Statistical Process Control (SPC) methods is a plus."
1176,"Job Title: Network Engineer  
Location: Remote, AL, US  
Schedule: Full-time, Day Job  
Clearance: Must be able to obtain Public Trust  

Responsibilities include designing, implementing, and documenting network architecture, researching and integrating new network technologies, and maintaining network documentation. The role involves collaboration with cross-functional teams, managing configurations, leading test planning, troubleshooting network issues, conducting site surveys, overseeing IP management, and executing network strategies. Key tasks include optimizing network architectures within cloud platforms, participating in requirements gathering, and contributing to proof-of-concept projects.  

Required skills include a B.S. in a technology field or equivalent experience, managing complex hybrid cloud environments (SD-WAN, cloud firewalls, etc.), and extensive knowledge of networking components (routers, switches, firewalls). Proficiency in cloud-native infrastructure, IT networking practices, security concepts, and operational knowledge of cloud environments is essential. Experience with Agile and Scrum methodologies, as well as STIGS and remediation practices, is also required.  

Certifications required include at least one of the following: Google Cloud Platform, Azure, OCI, AWS Cloud certifications, Security+, CISSP, CCNA/CCNP, or CCSP.  

Salary range: $100,001 - $125,000. No COVID-19 vaccination required by SAIC, but customer site requirements must be followed."
1177,"Job Title: Floating Maintenance Technician - California  
Reports to: Property Manager, Regional Manager, Maintenance Supervisor, Regional Maintenance  
Core responsibilities include providing maintenance support across multiple properties, performing technical and mechanical work to ensure cleanliness, safety, and functionality of buildings, grounds, and amenities. Tasks involve overseeing mechanical, electrical, plumbing, and HVAC systems, completing maintenance projects accurately and timely, conducting property inspections, and maintaining the appearance of the community. The role requires after-hours emergency on-call coverage and a service-oriented mindset when interacting with residents and staff.  
Required skills include a minimum of 2 years of apartment maintenance experience, valid EPA/Universal certifications, and proficiency with small hand tools and maintenance equipment. Candidates must have reliable transportation for scheduled work and on-call emergencies.  
Physical requirements include the ability to lift/carry up to 50 lbs, frequent walking, climbing ladders, and working in various environmental conditions.  
The position involves working indoors and outdoors, with exposure to traffic, weather, and public areas.  
Pay range is $25 per hour."
1178,"Job Title: Business Development Representative  
Company: Proofpoint  

The Business Development Representative (BDR) role at Proofpoint involves identifying, engaging, and qualifying potential customers within an assigned territory to support the sales process of cybersecurity solutions. Key responsibilities include preparing for meetings, asking insightful questions, and building relationships with business partners. Required technical skills include proficiency in CRM tools such as Salesforce.com and Outreach, as well as experience with social media campaigns. The position operates in a hybrid model, requiring three days in the office, and emphasizes collaboration with Field, Territory, and Enterprise Account Managers. The BDR role is situated within the enterprise cybersecurity industry, focusing on innovative solutions to address evolving cyber threats."
1179,"Job Title: ASME Design Engineer  
Company: RMB Products, Inc.  
Location: Fountain, CO  

The ASME Design Engineer is responsible for designing and supporting the manufacturing of corrosion protection products and related tooling. Key tasks include conducting research, analyzing project requirements, developing design concepts, and creating detailed drawings using SolidWorks CAD software, adhering to good mechanical design practices. Required technical skills include proficiency in SolidWorks, knowledge of ASME BPVC Section VIII, and familiarity with ASME calculation software, such as Compress. Candidates should possess a Bachelor’s degree in Engineering, 3-5 years of relevant experience, and general knowledge of materials like carbon steel, stainless steel, and plastic. Strong analytical, problem-solving, communication, and teamwork skills are essential. Experience in the manufacturing industry is preferred."
1180,"Job Title: Director, Design Verification Engineering  
Company: SBT  

The Director of Design Verification Engineering will develop verification plans and strategies based on design specifications for semiconductor designs, focusing on integrated circuits (ICs). Responsibilities include defining verification methodologies, creating test benches, and developing simulation scripts using SystemVerilog and UVM. The role involves performing functional and code coverage analysis, debugging verification results, and documenting processes and methodologies. Required qualifications include a Master's degree or Ph.D. in Electrical Engineering, 7-10+ years of relevant industry experience, and proficiency in verification languages and methodologies. Knowledge of semiconductor design principles, digital logic, and ASIC/FPGA design flows is essential. Leadership experience is a plus."
1181,"Job Title: Summer Intern  
Company: Hootenanny  
Responsibilities include assisting with post-production tasks such as producing, creative editorial, motion graphics, and visual effects (VFX). The internship involves day-to-day operations at the downtown Chicago studio and the completion of a post project aligned with the intern's interests. Required skills include familiarity with post-production processes and tools relevant to producing and editing content. The internship schedule is Mondays and Wednesdays from 9 AM to 5 PM, and it is an in-person position; remote applicants are not considered."
1182,"Part-time Patient Care Assistant (PCA) position in the Medical/Oncology unit at Scripps Memorial Hospital La Jolla, requiring 48 hours per pay period with 12-hour night shifts on variable days, including weekends and holidays. Responsibilities include assisting patients with personal needs and activities of daily living, collecting data, maintaining a safe environment, and supporting clinical care under the direction of a Registered Nurse. Required qualifications include one year of recent experience under a licensed healthcare provider, current enrollment or completion of Nursing Assistant training, or enrollment in an RN program with completion of nursing fundamentals. CNA certification and current American Heart Association Basic Life Support (BLS) certification are preferred. Proficiency in English and strong interpersonal skills are necessary. The position offers a pay range of $21.85-$29.00 per hour."
1183,"The Director of Technical Support at Generac Clean Energy is responsible for leading a team that ensures dealer satisfaction through technical phone troubleshooting, system diagnostics, and warranty replacement parts for Generac Clean Energy products. Key responsibilities include managing daily operations of technical support teams, overseeing escalated consumer support, and collaborating with senior leadership on product support strategies. Required qualifications include a Bachelor's Degree in Electrical or Mechanical Engineering, 7+ years of experience in B2B or B2C technical support, and familiarity with solar and energy storage products. Preferred skills include knowledge of Generac Clean Energy products, experience with Salesforce, CRMs, SAP, and understanding of residential electrical systems and industry codes. The role involves regular communication with various teams, development of knowledge management content, and support for new product introductions. Physical demands include frequent computer-based work and up to 35% travel."
1184,"Job Title: .NET Developer  
Location: Remote (local to Madison, WI required for onsite meetings once a month)  
Core Responsibilities: Develop and maintain employment program applications as part of a team.  
Required Technical Skills: .NET application development, experience with DB2, SQL Server or similar relational databases, Angular, Team Foundation Server/Azure DevOps, Ajax, JavaScript, Web Services, HTML.  
Technologies and Methodologies: Microsoft environment, web development tools and techniques.  
Domain Context: Employment program applications."
1185,"Job Title: Auto Glass Installation Technician Trainee  
Company: Safelite  

Responsibilities include installing and repairing auto glass, recalibrating automotive safety systems, and providing additional services. The role requires hands-on and classroom training to achieve certification as a Safelite Technician. Essential skills include mechanical aptitude, ability to operate company vehicles and tools, and effective problem-solving. Candidates must be at least 18 years old, possess a valid state-issued driver’s license, and be comfortable working outdoors in various weather conditions. Physical requirements include the ability to lift up to 35 pounds regularly and up to 50 pounds occasionally. A high school diploma or equivalent is preferred. The position offers a starting pay of $26/hour, increasing to $29.69/hour post-training, with potential promotions based on performance metrics. Benefits include a 401(k) plan with company matching, medical plans, paid time off, and tuition reimbursement up to $5,250 annually. Training duration is three months, and the work environment is dynamic and physically active."
1186,"Job Title: Mental Health Director  
Company: NaphCare, Inc.  

The Mental Health Director is responsible for coordinating and leading mental health care activities at the Middlesex County Jail in North Brunswick, NJ. Key tasks include evaluating patients, performing mental health assessments, facilitating treatment processes, and collaborating with clinical staff and psychiatric providers. Required qualifications include an active, unrestricted psychologist license in New Jersey and experience in mental health care. The role involves coaching mental health clinicians, participating in recruitment efforts, and ensuring compliance with DSM-V standards. The position utilizes a multidisciplinary approach to address patient needs within the correctional healthcare context. NaphCare employs medical technology and offers comprehensive benefits, including health insurance, a 401K plan, and continuing education opportunities."
1187,"The Sales Development Representative at The Arbinger Institute is responsible for developing content that enhances brand visibility and engages prospective buyers throughout the sales funnel. Key tasks include creating diverse content formats such as blogs, whitepapers, video scripts, and marketing emails, while collaborating with various departments to ensure impactful content delivery. Required skills include strong copywriting and editing abilities, proficiency in Content Management Systems (CMS), and experience with SEO optimization techniques using tools like Google Analytics and SEMRush. Familiarity with project management tools such as Asana and Jira is also necessary. A Bachelor’s degree in Communications, Journalism, Marketing, or a related field is preferred, along with 3+ years of experience in a related field, ideally in B2B marketing. The role may require occasional travel and involves prolonged periods of desk work. The position offers a salary starting at $70,000 per year, with additional benefits including health coverage, a 401K plan, and paid time off."
1188,"Job Title: Collections Account Manager I  
Company: Snap Finance  

Responsibilities include managing a portfolio of delinquent accounts, implementing collections strategies, conducting account reviews, and developing customized solutions for customers. The role involves communicating with customers through various channels to address payment concerns and negotiate arrangements while ensuring compliance with regulatory requirements and internal policies. Required skills include a high school diploma, at least 6 months of collections experience, knowledge of collections practices and regulations, excellent communication and negotiation skills, analytical abilities, and attention to detail. Proficiency in English (B2+) is required, with bilingual Spanish preferred. The position may involve working flexible hours, including rotating Saturdays. Technologies and tools used may include data analysis software and reporting tools to optimize collections workflows. Prior experience in credit card collections is preferred."
1189,"Job Title: Stylist  
Core responsibilities include creating on-trend home looks, advising customers on home furnishings, and building lasting customer relationships. Required skills encompass a thorough understanding of home furnishings, lifestyle brands, and seasonal trends. The role involves contributing to a positive and inclusive customer environment. The position is situated within the home furnishings retail industry, focusing on enhancing customer experiences in home styling."
1190,"Job Title: Service Assistant  
Company: Tesla  

Core responsibilities include vehicle cleaning (washing and minor detailing), shop management, delivering vehicles between production, service, and sales operations, expediting parts requirements as a parts runner, and performing truck and trailer service and maintenance. Required technical skills include a valid driver’s license and the ability to lift 50-60 pounds. The role emphasizes professional customer service experience and strong verbal and written communication skills. The position operates within the automotive industry, specifically focusing on electric vehicles. Benefits include medical, dental, and vision plans, a 401(k) with employer match, employee stock purchase plans, paid time off, and various additional support programs."
1191,"Job Title: Audit Senior Associate  
Company: FORVIS  

Core responsibilities include performing detailed audit procedures on income statement and balance sheet accounts, interacting with client management to identify and resolve issues, and managing workload effectively while meeting deadlines. Required technical skills include proficiency in Microsoft Office Suite and knowledge of current audit and accounting concepts. The role involves using technology tools to enhance work processes and maintaining professional client relationships. A Bachelor's degree in Accounting or a related field and at least 2 years of relevant audit experience are required, along with a CPA license or completion of the educational requirements for CPA licensure. The position may require travel to client locations and ongoing professional education."
1192,"The Host Associate-Food Service at NYU Langone Health operates within the Food and Nutrition Services Department, focusing on enhancing patient care through hospitality during meal times. Responsibilities include ensuring patient satisfaction by delivering correct meal orders, maintaining a clean work environment, and adhering to patient confidentiality. The role requires knowledge of dietary needs, effective communication with patients and staff, and proficiency in using a handheld tablet for entering meal preferences. Minimum qualifications include a High School Diploma or equivalent, fluency in English, basic math and computer skills, and strong interpersonal abilities. Previous experience in hospital food service is preferred. The position involves walking to nursing units multiple times daily and requires effective communication across all organizational levels. The salary range for this role is $24.35 - $26.76 hourly, depending on various factors."
1193,"Job Title: Operations Assistant Manager  
Company: Dollar Tree Stores  

The Operations Assistant Manager is responsible for supporting daily store operations, focusing on front-end and sales floor activities as directed by the Store Manager. Key tasks include performing opening and closing procedures, managing cashiering activities, ensuring compliance with company policies, and maintaining store standards. The role involves assisting in hiring, training, and developing store associates, managing inventory processes, and coordinating promotional displays. Required skills include prior retail and management experience, strong communication abilities, and physical capability to lift and transport merchandise up to 50 lbs. The position operates within a retail environment, utilizing standard retail management practices and tools. Benefits include health programs, paid time off, retirement plans, and employee stock purchase options."
1194,"Job Title: Director of Engineering and Maintenance  
Company: Judge Direct Placement  

The Director of Engineering and Maintenance is responsible for overseeing engineering projects and managing maintenance teams within food manufacturing facilities, ensuring compliance with safety and quality standards. Key responsibilities include developing processes for efficient food production, setting and adjusting KPIs (Direct Labor, Yield, Throughput, Pounds per Direct Labor Hour) using tools like RedZone and Tableau, and leading continuous improvement initiatives such as Lean, 6-Sigma, and TQM. The role involves significant time on the plant floor, collaboration with the Plant Director, and support for OEM design capacity and work area layout. Responsibilities also encompass maintenance management, budgeting, vendor management, and training development. Required qualifications include a Bachelor’s degree in Engineering (Mechanical or Industrial), 8-10 years of experience in maintenance and engineering in the food manufacturing industry, knowledge of ISO and USDA regulations, strong analytical and leadership skills, and excellent communication abilities. The position requires 50% travel."
1195,"Job Title: Merchandising Team Leader (Assistant Manager)  
Company: American Eagle Outfitters Inc.  
Location: South Park Mall, Charlotte, NC  

The Merchandising Team Leader is responsible for developing and implementing the merchandising strategy, training and coaching the team to meet AEO brand visual standards, and ensuring effective replenishment to maintain store readiness. Key responsibilities include driving sales through maximizing fitting room and sales floor productivity, analyzing reports to inform business decisions, executing daily operational procedures, and maintaining visual standards. Required skills include retail management experience, strong attention to detail, team leadership, and business acumen. The role involves recruiting and training talent, providing ongoing performance feedback, and adhering to safety and asset protection standards. The position is full-time with flexible availability required. Benefits may include health care, 401(k), paid time off, and employee discounts."
1196,"Job Title: Retail Sales Associate  
Company: EXPRESS  
Location: Easton Town Center  

The Retail Sales Associate is responsible for providing an in-store shopping experience, maintaining a clean and organized sales floor, checkout, fitting room, and stock room, and assisting with stocking, cleaning, and folding merchandise. Key tasks include processing transactions efficiently, resolving customer service issues, and promoting credit and loyalty programs. Required qualifications include a high school diploma or equivalent, 0-2 years of relevant experience (minimum 6 months preferred), proficiency in technology (iPad, registers), and availability for nights and weekends. Critical skills include customer service, strong verbal and written communication, and teamwork. The role may involve additional responsibilities as directed by management."
1197,"Field Data Collectors at NORC at the University of Chicago conduct phone and in-person interviews to gather survey data on health care, employment, education, and economics. Responsibilities include managing a flexible schedule, contacting participants unannounced, and collecting data for the Medicare Current Beneficiary Survey (MCBS) from July 2024 to December 2024. Required skills include interviewing, sales, or customer service experience, basic computer proficiency, and a valid driver’s license with reliable transportation. The position is part-time (20-25 hours per week) and pays $18.50 per hour, with additional benefits such as retirement contributions, training compensation, and potential for advancement. Candidates must be at least 18 years old, have a high school diploma or GED, and be eligible to work in the U.S. The role is suitable for individuals seeking flexible, project-based work."
1198,"Controls Engineer position available remotely in Vacaville, CA, focusing on the development, design, and implementation of automation projects and systems. Key responsibilities include developing control systems using Archestra, AVENA InBatch, and Siemens APACS, ensuring compliance with cGMPs and GAMP regulations, maintaining DCS and automation designs, performing testing and validation, troubleshooting automation issues, and providing technical support. Required qualifications include a Bachelor's degree in Computer Science, Electrical Engineering, or a related field, with a minimum of 2 years of experience in automation and controls engineering, particularly in a biopharmaceutical manufacturing environment. Familiarity with DCS, automation design, and batch control systems is essential, along with strong troubleshooting and communication skills."
1199,"Registered Nurses (RNs) in Home Health provide quality care to patients in their homes as part of an interdisciplinary team. Core responsibilities include delivering whole-person care, developing practice standards, and managing patient relationships. Required qualifications include an Associate's Degree in Nursing, a Washington Registered Nurse License, and BLS certification from the American Heart Association. Preferred qualifications are a Bachelor's Degree in Nursing and 3-5 years of experience in acute care or community behavioral health settings, with a focus on geriatric care. The role utilizes methodologies relevant to home health care and supports various patient needs, including chronic and life-limiting illnesses. The position is full-time, with a day shift schedule, and is located in Chehalis, WA. The pay range is $38.90 - $60.54, with potential additional compensation for shift differentials and overtime."
1200,"Job Title: Infectious Disease Scientist - II (Associate)  
Contract Duration: 12 Months  
Location: West Point, PA  
Pay Rate: $47.42/hr on W2  

Responsibilities include receipt, logging, and processing of patient blood samples into PBClients; cell isolations from HIV+ human tissue biopsies; running biomarker assays such as pPCR, standard and ultra-sensitive ELISAs, and potentially flow cytometry; assisting with the development, validation, and execution of novel biomarker assays; and testing of test compounds in primary cell HIV assays. Required technical skills include hands-on laboratory experience, particularly in cell culture, blood processing, and immunoassays. Experience with primary cell culture and flow cytometry is preferred. A bachelor's degree in a life science or bioengineering and at least 2 years of relevant laboratory experience are mandatory. The role requires handling of HIV+ materials, strong organizational skills, effective communication, time management, and the ability to operate advanced laboratory equipment and automation."
1201,"The Financial Analyst at CooperSurgical is responsible for supporting the Manager of FP&A through divisional revenue and expense reviews, budgeting, and forecasting. Key tasks include analyzing revenue and gross margin trends, headcount and operating expense trends, and collaborating with stakeholders to achieve financial objectives. The role requires proficiency in Microsoft Office Suite, particularly PowerPoint, Word, and Outlook, as well as experience with ERP systems like Microsoft Dynamics. A bachelor's or fifth-year master's degree in Finance, Accounting, Economics, Data Analytics, or a related field is required, along with a minimum GPA of 3.0. Strong analytical skills, attention to detail, and effective communication abilities are essential. The position does not involve travel and emphasizes independent work as well as teamwork in dynamic environments."
1202,"Job Title: Project Manager, Purchasing - Powertrain  
Company: Volvo Group  

The Project Manager, Purchasing - Powertrain is responsible for leading purchasing activities in product development projects for North American truck brands, ensuring timely delivery of projects while meeting quality, cost, and sustainability targets. Key responsibilities include managing project schedules, stakeholder communication, sourcing performance, supplier involvement, and risk management. The role requires proficiency in project management and strategic purchasing, with a preference for candidates holding a Project Management Professional (PMP) certification. A bachelor's degree in Supply Chain, Engineering, Business, or a related field is required, along with at least 3 years of relevant experience in the heavy manufacturing industry. The position utilizes Volvo's Develop Product and Aftermarket Product Portfolio process (DVP) and involves collaboration with cross-functional teams. The role is based in Hagerstown, MD, or Greensboro, NC, and reports to the Head of Powertrain Project Management Purchasing North America."
1203,"Job Title: Program Manager  
Company: Pinnacle Group, Inc.  

Responsibilities include executing Search and Shopping campaigns on Google and Bing, overseeing daily campaign buildout, feed management, and bidding optimization, and developing long-term channel strategy. The role requires applying PPC, display, and social advertising best practices to optimize paid search, shopping, and video campaigns for maximum return on ad spend (ROAS) and new customer acquisition. Key tasks involve collaborating with Creative and Copy teams for ad copy development, tracking campaign performance using Google Ads and Google Analytics, researching competitor strategies, preparing weekly performance reports, and assisting in building attribution and marketing mix modeling (MMM) frameworks. The position serves as the point of contact with platform partners and involves troubleshooting pixel implementation with IT/Dev teams.  

Required skills include 3+ years of experience in search and paid media, proficiency with Google, Bing, demand-side platforms (DSPs), and feed management tools, along with experience in retail and e-commerce. Strong interpersonal and communication skills and proficiency in Microsoft Excel are essential.  

Compensation ranges from $70,000 to $95,000, influenced by role complexity, location, candidate qualifications, and market conditions. Benefits include medical, dental, vision, and 401K contributions."
1204,"Job Title: Retail Floor Lead - Community Focus  
Core Responsibilities: Lead the retail sales team, ensuring exceptional customer experiences and adherence to brand values. Supervise daily operations, motivate the sales team, and manage inventory needs. Plan and execute community events and team workouts. Assist in leadership duties under the Store Manager's direction.  
Required Skills: Strong customer service and relationship-building skills, ability to handle customer concerns, and proficiency in multitasking in a fast-paced environment. Excellent communication, organizational skills, and a high level of accountability and initiative are essential.  
Technologies/Methodologies: Familiarity with retail sales strategies, visual merchandising, and community outreach initiatives.  
Industry Context: Retail apparel, specifically focused on athletic wear with a community-oriented approach.  
Qualifications: Availability for 8-hour shifts, including at least one weekend day. Must demonstrate punctuality and attendance, with a willingness to learn and adapt.  
Compensation: Pay range of $20-22 per hour plus team commission, with benefits including health insurance, paid time off, employee discount, and 401(k)."
1205,"Job Title: Transaction Coordinator  
Company: CBRE  

The Transaction Coordinator supports the real estate transaction management team by handling client listings and voucher processing for a single office within the Brokerage function, which involves the buying, selling, and leasing of residential, office, and commercial properties. Key responsibilities include solving straightforward problems using established procedures, assisting with weekly, monthly, and quarterly client reporting, maintaining project and lease administration databases, and collaborating with transaction management professionals on standard client deliverables such as surveys, RFPs, LOIs, broker engagement letters, and sublease listing agreements. The role requires proficiency in database management and reporting tools, and involves collaboration with global brokerage professionals to analyze market information and lease rates. Additional tasks may be assigned as needed."
1206,"Job Title: Cashier  
Company: Cabela's  

The Cashier is responsible for processing customer transactions using a computerized Point of Sale (POS) system, providing customer service by greeting and assisting customers, and promoting store programs such as CLUB Membership and In-Store Pick-up. Key tasks include handling merchandise, stocking shelves, and maintaining product knowledge. Required skills include the ability to calculate discounts, communicate effectively, and establish working relationships. The position requires a high school education or equivalent experience. Physical demands include standing or walking for extended periods, occasional lifting of up to 50 pounds, and working in various environmental conditions. The role involves general supervision with occasional independent judgment for problem-solving."
1207,"Job Title: FT Host - The George  
Company: Accor  

The Full Time Host at George Restaurant is responsible for greeting guests, managing the reservation system, seating guests, and communicating wait times and menu information. Key tasks include maintaining a clean host station, collaborating with waitstaff and kitchen teams, monitoring dining room flow, addressing guest inquiries and complaints, and assisting with private dining events. Required skills include strong interpersonal and problem-solving abilities, the ability to work under pressure, and teamwork. Candidates must have valid authorization to work in the USA, a Food Handlers Card, and a MAST permit. Physical requirements include constant standing, walking, bending, and the ability to lift at least 30 lbs. The position offers a pay rate of $21.84/hour and includes benefits such as medical, dental, and vision insurance, employee travel programs, and learning opportunities."
1208,"Job Title: Class B CDL Driver Trainee  
Company: Clean Harbors (Safety-Kleen)  

The Class B CDL Driver Trainee is responsible for the safe execution of HPC-Industrial jobs, including operating manual and automated hydroblasting equipment, ultra-high-pressure pumps, and other heavy equipment. Key responsibilities include ensuring health and safety compliance, conducting routine maintenance on equipment, and performing surface inspections to meet client expectations. Required qualifications include a high school diploma or equivalent, manual transmission experience, and a valid driver’s license. Experience in refineries, power plants, or chemical water treatment facilities is preferred. Candidates must be able to understand English for safety training and emergency instructions and may need to obtain a Federal Transportation Workers Identification Credential (TWIC) within 60 days. Training, schooling, and endorsements are provided, along with a $3,000 sign-on bonus. The position offers competitive wages ranging from $22.00 to $23.50 per hour and comprehensive health benefits after 30 days of full-time employment."
1209,"Job Title: IP Docketing Specialist  
Company: Lawyers On Demand  
This remote contract position requires an experienced IP Docketing Specialist for a duration of 3 months, with a pay rate of $40/hour. Responsibilities include analyzing incoming correspondence related to intellectual property rights, entering relevant information into the docketing database, reconciling outgoing correspondence and attorney comments against docketed due dates, and performing other job-related duties as assigned. Candidates must have a minimum of three years of experience with docketing software and a strong background in both patent and trademark prosecution, including domestic and international knowledge. Required skills include accurate data entry, organizational abilities, attention to detail, proficiency in spreadsheet and database programs, problem-solving capabilities, and excellent written and verbal communication skills. Availability to work during EST hours is necessary."
1210,"Job Title: X Ray Tech  
Company: Urgent Team  

The Medical Assistant/X-ray Tech at Huntsville Hospital Urgent Care is responsible for providing basic clinical care, including greeting patients, communicating wait times, documenting vital signs and medical histories, assisting with patient transfers, and supporting procedures under provider supervision. Required qualifications include a high school diploma or equivalent, a minimum of one year of experience in medical assisting and X-ray duties, and a Medical Assistant Certificate; ARRT certification is desirable. BLS Certification is mandatory. The role involves using standard medical equipment and adhering to documentation procedures. Huntsville Hospital Urgent Care operates nine locations in Alabama, offering urgent and family healthcare services."
1211,"Job Title: Cyber Security Operations Manager  
Location: Newark, CA (onsite 5 days/week)  

The Cyber Security Operations Manager will oversee cybersecurity operations, including incident management, vulnerability remediation, and project facilitation. Responsibilities include developing and implementing cybersecurity policies and processes, managing cybersecurity tools and technologies, and providing status reports on initiatives to stakeholders. The role requires collaboration with IT teams, vendors, and cross-functional teams to address cybersecurity issues and drive initiatives. Required skills include 8+ years of IT experience with at least 5 years in cybersecurity, strong infrastructure knowledge, and proficiency in communication, including executive-level presentations. A bachelor's degree or equivalent experience is necessary. Candidates must comply with vaccination requirements as per state and federal mandates."
1212,"Job Title: Mental Health Registered Nurse (RN)  
Company: Springstone  
Location: Denver Springs, Englewood, CO  

Responsibilities include coordinating and delivering general and psychiatric nursing care, ensuring adherence to medical orders, initiating and following treatment plans, and acting as a patient advocate. Required qualifications include graduation from an accredited nursing program, a current unencumbered nursing license from the State Board of Nursing, CPR certification, and Crisis Prevention Training (CPI) within 30 days of employment. The role involves working in a 96-bed behavioral hospital providing inpatient treatment, partial day programming, and intensive outpatient services for mental health issues and chemical dependency. The position offers full-time (3 12-hour shifts per week) and part-time (2 12-hour shifts per week) opportunities with a pay range of $36 - $48 per hour, plus additional shift differentials."
