jd_no,text_job
104,"Job Title: Senior UX Designer  
Company: WHOOP  

The Senior UX Designer will enhance user experience for WHOOP's mobile applications on Android and iOS platforms. Responsibilities include designing user-friendly interfaces, creating wireframes and prototypes, utilizing qualitative and quantitative data for design decisions, conducting A/B testing, and collaborating with product management, visual design, and engineering teams. Required skills include proficiency in design tools such as Figma, experience in mobile app design, and a strong portfolio demonstrating A/B testing and UI component library development. The role emphasizes a user-centric design approach, effective communication, and the ability to thrive in a fast-paced environment. A background in the fitness and wellness industry is preferred. This position is based in Boston, MA, and relocation may be necessary."
105,"Job Title: Support Data Engineer  
Company: Rose International  
Location: Tampa, FL, USA  
Employment Type: Temporary (7 months)  
Hourly Rate: $60.00 - $70.00  

Core responsibilities include providing application support, monitoring dashboards and data quality exception reports, investigating and resolving data issues, and coordinating resolutions in upstream systems. The role involves executing solutions such as data quality reporting and automating data quality monitoring. Required skills include 4 to 8+ years of experience in automation, data management, data quality, and financial or regulatory reporting; proficiency in ETL/ELT tools like Abinitio, Informatica, and DataStage; experience with relational and non-relational data stores; Python programming; and shell scripting in a Unix environment. Understanding of database performance concepts such as indices, segmentation, projections, and partitions is also necessary. The role requires supporting data warehouse batch processes, optimizing infrastructure, maintaining high-quality data through ingestion, validation, transformation, enrichment, mapping, and storage, and improving observability across data infrastructure. Collaboration with teams to deploy scalable tooling for analysis and support for changes to data is essential."
106,"Job Title: Data Scientist - Transformers  
Contract Duration: 12+ Months  
Location: 100% Remote  
Core Responsibilities: Train and evaluate transformers, specifically BERT and its derivatives.  
Required Technical Skills: Strong experience with Transformers, proficiency in Python, pyTorch, Linux, Docker, Kubernetes, and Jupyter.  
Expertise: Deep Learning, Transformers, Natural Language Processing, Large Language Models.  
Preferred Skills: Experience with genomics data and molecular genetics; familiarity with distributed computing tools such as Ray, Dask, and Spark.  
Experience Requirement: Minimum of 8 years in a relevant field."
107,"The Senior UX/UI Designer at Applied Medical is responsible for leading design strategy, mentoring junior designers, conducting user research, usability testing, and crafting wireframes and prototypes using tools such as Figma. The role involves collaborating with cross-functional teams, including Front-end and Back-end developers, Business Analysts, and Project Managers, to translate business goals into user-centered design solutions. Key skills required include proficiency in design tools (Figma, Visio, LucidChart), a strong understanding of UX/UI principles, familiarity with HTML and CSS, and experience with Agile methodologies. The position focuses on developing design systems, maintaining UI pattern libraries, and managing multiple design projects while ensuring high-quality standards. The role is situated within the medical device industry, emphasizing the creation of innovative enterprise applications that enhance internal processes and user experiences."
108,"Job Title: Cloud Engineer  
Core responsibilities include leading the development of Documentum-based solutions and managing migration to AWS. Required technical skills include expert-level Java/J2EE experience and familiarity with Documentum technology, specifically DFC, DQL, and D2 configurations. The role demands lead-level experience and the ability to contribute ideas for solutions. Technical screening is necessary prior to candidate presentation. Technologies and frameworks involved are primarily related to Documentum and AWS."
109,"Job Title: Distinguished Software Engineer  
Company: Walmart Global Tech  

The role involves designing and building fault-tolerant infrastructure for large-scale training tasks and serving large machine learning (ML) models in a public cloud environment. Responsibilities include producing technical roadmaps, consulting on objectives, reviewing designs, and driving engineering investments for Core ML. The engineer will develop applications utilizing large language models (LLMs) and foundation models (FMs), implement MLOps capabilities, optimize AI algorithms, and collaborate with cross-functional teams to align AI systems with regulatory standards. Required skills include extensive experience in distributed computing, HPC, and ML systems, proficiency in Python or C/C++, and familiarity with open-source AI/ML frameworks and public cloud platforms. Preferred qualifications include a Master's or PhD in a related field, experience with cloud environments (e.g., Azure, GCP), GPU cluster architecture, and knowledge of the complete stack for distributed training. Familiarity with GenAI technologies, VectorDBs, and contributions to research publications or open-source projects in neural networks and distributed training is also advantageous."
110,"Job Title: Site Reliability Engineer  
Company: TEKsystems  

Responsibilities include implementing application infrastructure and deploying automation for applications in Azure cloud and legacy systems. The role involves collaborating with other Site Reliability Engineers to provide 24x7 application support, ensuring high availability, resilience, and performance of applications. Key tasks include monitoring system health, optimizing system performance, enhancing observability using platforms like Splunk and AppDynamics, and ensuring 99.9% availability for on-premise and cloud applications. The position requires improving operational processes and addressing gaps for smooth operations.  

Required technical skills include experience with Azure, Puppet, Ansible, and automation tools. Additional qualifications include familiarity with incident and problem management processes, troubleshooting, web development, JEE, JMS, JDBC, and suggesting application enhancements to meet SLO/SLI/SLA criteria. Proficiency in GitLab templates, CI/CD pipelines, Git-flow, and implementing static and dynamic code testing for secure production code is preferred."
111,"Job Title: Python Developer - Sr  
Location: Plano, TX - Hybrid  
Duration: 6+ months  

Responsibilities include software development using test-driven development with Python and Golang, and building applications through a CI/CD pipeline focusing on maintainability and extensibility. Required technical skills include experience with build tools and container runtimes such as Jenkins and Docker, as well as hands-on API development using Python or Golang to automate tasks and enhance productivity at an enterprise scale. Familiarity with AWS is essential, specifically in building, configuring, and deploying applications using EC2, RDS, S3, ECS, and Lambda, ensuring resiliency and scalability."
112,"Job Title: Senior Software Engineer, Data Engineering - ThousandEyes at Cisco. Responsibilities include building an enterprise-wide machine learning and AI data platform, designing automated data pipelines, and developing ML-based applications to enhance productivity and the ThousandEyes product. Required technical skills include 5+ years in data engineering or software engineering, 3+ years with databases (e.g., Redshift, MySQL, MongoDB), dimensional data modeling, and big data technologies (e.g., Apache Spark, Kafka). Proficiency in Python, ETL tools (e.g., Airflow), and cloud data architectures (e.g., AWS EC2, S3) is essential. A BS/MS in a quantitative field or equivalent experience is required. Preferred qualifications include experience in SaaS, strong communication skills, and the ability to navigate ambiguity. The role supports cross-functional teams across various departments."
113,"Job Title: Software Engineer  
Duration: 18+ months  
Location: Fully remote, must work PST hours  
Target Pay Range: $85-93/hr  

Core Responsibilities: Compile, process, and analyze data from various sources to create Executive reports using Power BI for stakeholders in Finance, Content Production, and Operations. Build and maintain API and file-based integrations, write efficient code and database schemas, collaborate on cross-team projects, lead peer code reviews, and create workflow diagrams and documentation.  

Required Skills: 5+ years of experience in Golang, experience with REST APIs (JSON, XML, CSV), data ingestion and processing (structured and unstructured), Git or similar source control software, relational databases (PostgreSQL, MySQL, Microsoft SQL), SQL fluency, and prior experience with financial data.  

Technologies: Go programming language, PostgreSQL database, AWS infrastructure, Kubernetes, Docker, Power BI for frontend reporting.  

Education: BA/BS degree or equivalent experience.  

Team Context: Part of the Program Management & Enabling Technologies team, managing 400+ internal end users from over 20 data sources, with a team of 10 people including various roles such as Data Software Engineer, Power BI specialist, Data Product Manager, Project Manager, and QA Engineer.  

Benefits: Medical, dental, and vision insurance, HSA, FSA, DCFSA options, 401k with employer matching, and paid sick leave."
114,"The Senior Data Engineer at VySystems is responsible for managing and optimizing the organization's data infrastructure, ensuring data quality, and implementing data solutions using PySpark, DataBricks, Snowflake, and Redshift. Key tasks include developing and maintaining data pipelines, designing and optimizing data solutions for analytics and machine learning, administering cloud-based platforms for performance and scalability, and collaborating with cross-functional teams to meet data requirements. The role also involves implementing data governance policies, troubleshooting data issues, and mentoring junior team members. Required qualifications include a Bachelor's degree in Computer Science or a related field, a minimum of 5 years of experience in data management or engineering, strong programming skills in Python, and hands-on experience with DataBricks, Snowflake, and Redshift. Proficiency in data modeling, ETL processes, and data warehousing is essential. Preferred qualifications include certifications in relevant technologies, knowledge of machine learning techniques, and experience in the banking and payments domain."
115,"Job Title: Senior Staff Software Engineer  
Company: Kinetic  

Kinetic Automation focuses on developing automated repair centers for modern vehicles, emphasizing software and technology over mechanical complexity. The Senior Staff Software Engineer will design and deploy scalable cloud-based applications, manage machine learning operations with a focus on Natural Language Processing (NLP) and Computer Vision, and enhance document processing through AI-driven technologies. Key responsibilities include developing back-end processes for document manipulation, integrating machine learning algorithms, designing user-friendly front-end interfaces, and managing the full product lifecycle. Required qualifications include experience with large-scale cloud services, expertise in Python web frameworks (Django, Flask), knowledge of MVC/MVT architectures, RESTful API development, and proficiency in relational (PostgreSQL, MySQL) and NoSQL (MongoDB, Cassandra) databases. Familiarity with secure coding practices, experience with cloud service providers (AWS, Google Cloud Platform, Azure), and a strong background in maintaining machine learning projects are essential. The role demands exceptional analytical skills, problem-solving abilities, and effective communication for collaboration within a multidisciplinary team."
116,"Job Title: Java Backend Developer  
Location: Remote (Client based in Bethesda, MD)  
Responsibilities: Develop, implement, and maintain Java-based applications; design and develop efficient and scalable backend services; collaborate with cross-functional teams to define, design, and ship new features; debug and resolve technical issues; optimize applications for speed and scalability; participate in code reviews and provide feedback.  
Required Skills: Proficiency in Java and backend development; experience with AWS services; solid understanding of API development and integration; familiarity with database management systems; strong problem-solving skills; attention to detail; effective communication and teamwork abilities."
117,"Job Title: Cloud Software Engineer  
Company: Space Dynamics Laboratory  
Job ID: 18437  

Responsibilities include developing and deploying applications for cloud environments, utilizing an iterative software development methodology. Required qualifications include a Bachelor’s degree in computer science, data science, or engineering, with a minimum of 5 years of experience in software, data, or cloud systems (3+ years with a Master's degree). Candidates must have experience with cloud-native solutions, preferably AWS GovCloud, and an understanding of containerization, virtualization, networking, software design patterns, cloud architecture, and DevSecOps principles. Proficiency in developing APIs, using third-party APIs, and knowledge of security best practices are essential. Desired skills include expertise in data lakes, data warehousing, big data tools, and cloud infrastructure engineering. U.S. citizenship and the ability to obtain a U.S. Government security clearance are required. Some travel may be necessary."
118,"Job Title: Junior UX/UI Designer  
Company: KeyBank  
Location: 4910 Tiedeman Road, Brooklyn, Ohio 44144  

The Junior UX/UI Designer will produce designs for KeyBank's website, digital marketing, and social graphics, requiring skills in typography, layout, image usage, and branding. Responsibilities include image research and resizing, collaborating with senior team members for feedback, and working with writers, project managers, and the Marketing team. The role demands effective communication, problem-solving abilities, and the capacity to meet tight deadlines while ensuring brand consistency across digital and print media. Required technical skills include proficiency in Figma and/or Sketch, and Adobe Suite (Photoshop and Illustrator). Additional skills in HTML, CSS, InDesign, motion graphics, and MS Office are advantageous. A Bachelor’s degree in digital design, graphic design, visual communications, or a related field, along with 1-3 years of professional design experience, is required. The position is partially remote within the greater Cleveland area, with some in-person work at KeyBank's offices. Compensation ranges from $60,000 to $70,000 annually, with eligibility for short-term and deferred incentive compensation based on performance. A resume and digital portfolio link are required for application."
119,"Job Title: Python-Data Analytics - Senior Software Engineer  
Company: Fidelity Investments  
Job Description: The role involves developing end-to-end technology solutions for quantitative research, focusing on data sourcing, processing, and management. Key responsibilities include defining and implementing technology stacks, leading development efforts, and collaborating with quantitative analysts and researchers. Required technical skills include expertise in Python, Java, front-end technologies (JavaScript, Angular, Node.js, CSS, HTML), and database applications (Oracle, Snowflake). Experience with large-scale distributed applications, automated testing frameworks, and CI/CD pipelines (GIT, Jenkins, Artifactory) is essential. Familiarity with quantitative finance, statistical analysis, and investment securities is preferred. The position emphasizes clean, maintainable code and a test-driven development approach."
120,"Job Title: Systems Engineer / Quality Assurance Specialist  
Company: King Technologies, Inc.  
Core Responsibilities: Provide integration expertise for U.S. Navy network systems at the Navy Network Integration and Engineering Facility (NIEF) in San Diego, California. Support Government Acceptance Tests (GAT) and final quality assurance (QA) by supplying engineering drawings, addressing technical inquiries, and guiding production personnel. Oversee installation and modifications in the production lab and onboard ships, analyze and replace parts on equipment and network infrastructure. Utilize Configuration Management and product lifecycle tool (CMPRo) for installation materials, parts lists, inventory verification, and work order status.  
Required Technical Skills: Experience in troubleshooting, maintenance, repair, installation, and de-installation of electronic systems and components. Proficient with Fiber, LAN Data Cable Tester, Megger, and multimeter. Active DOD Secret clearance required; higher clearances accepted. Some experience in system administration (Microsoft or Linux preferred) and familiarity with VMware ESX and vSphere is desired.  
Technologies and Methodologies: Configuration Management, product lifecycle management, electronic systems integration, and network infrastructure support.  
Domain Context: Focus on U.S. Navy network systems and associated technologies."
121,"The Systems Engineer at Leidos will support multiple defense-related programs, including the Hypersonics Weapons Program and Enduring Shield Program, by engaging in systems engineering tasks throughout the design life cycle. Responsibilities include interfacing with program management and subcontractors, conducting requirements verification and tracing, developing technical documents, creating SysML models, and maintaining configuration management. Required qualifications include a Bachelor’s degree in a relevant engineering field and 2+ years of experience or a Master’s degree with less than 2 years of experience, along with the ability to work collaboratively in multi-disciplinary teams. Candidates must be U.S. citizens with a Final Secret Clearance or eligibility to obtain one. Preferred qualifications include experience with Cameo Systems Modeler or similar tools, technical document development, and familiarity with DoD, NASA, or DARPA programs. Certifications such as OCSMP or INCOSE SEP are also preferred."
122,"Job Title: Data Analyst  
Company: AbbVie  

Responsibilities include managing multiple projects, writing Business Requirements Documents (BRDs) and Technical Design Documents (TRDs), and ensuring compliance with corporate policies. The role involves data collection, correlation, and analysis using tools such as Informatica PowerCenter for ETL applications, as well as AWS services for end-to-end data pipelines. Key tasks include developing ETL mappings, implementing data ingestion pipelines with AWS SQS and Python, and utilizing Informatica MDM hub for design changes. The analyst will create technical documentation, conduct data warehouse and analytics development, and perform SQL, PL/SQL, and Unix Shell Scripting for data analysis and troubleshooting. Required skills include experience with data governance, reporting, and cloud technologies, alongside the ability to identify process improvements and collaborate with various departments. A Bachelor’s degree in Computer Science or a related field with 5 years of experience, or a Master’s degree with 2 years of experience in relevant areas is required. Key technologies include AWS, Informatica, SQL, and Python."
123,"Job Title: Senior AI Engineer

The Senior AI Engineer at Riverbed Technology is responsible for designing, developing, and implementing AI services, algorithms, and machine learning models, including training, testing, and evaluating these models for accuracy and scalability. Key tasks include developing and maintaining infrastructure for AI integration, monitoring AI solutions in production, and managing data pipelines to ensure data quality and security. Required skills include a Bachelor's or Master's degree in Computer Science, Artificial Intelligence, Engineering, or a related field; strong knowledge of machine learning algorithms, Natural Language Processing (NLP), and Generative AI; programming proficiency in C# .NET and experience with SaaS architecture, microservices, and RESTful APIs. Familiarity with cloud platforms (Azure, AWS, GCP) and big data frameworks (Spark, DataBricks) is preferred. The role involves collaboration with cross-functional teams and effective communication of complex technical concepts."
124,"Job Title: Software Engineer  
Company: DICE (EA Digital Illusions CE AB)  

The Software Engineer will implement and maintain tools and services to enhance software development efficiency and product quality within the Battlefield franchise. Responsibilities include optimizing the build production toolchain, advising on CI/CD practices, monitoring technical KPIs, and collaborating with various internal teams to formulate technical solutions and strategies. Required skills include over 5 years of programming experience, proficiency in source control systems (Git and/or Perforce), and at least 1 year of experience with cloud services (preferably AWS). High-level proficiency in scripting languages, particularly PowerShell and Python, is essential, along with excellent communication skills for maintaining documentation and collaborating with partner teams. The role supports the Technical Director in guiding junior team members and requires a generalist approach to software engineering. Technologies used include EA’s proprietary Frostbite engine and various cloud architectures."
125,"Job Title: Senior Software Engineer  
Company: CodeMonk  

Core Responsibilities: Lead the design, development, and deployment of Python-based applications and services; architect and implement scalable solutions; collaborate with cross-functional teams to gather requirements; mentor junior developers; conduct code reviews; optimize application performance; implement security best practices; stay updated with Python development trends.  

Required Technical Skills: Expertise in Python and its ecosystem; strong understanding of object-oriented programming and design patterns; proficiency in frameworks such as Django, Flask, or FastAPI; experience with relational (PostgreSQL, MySQL) and non-relational databases (MongoDB, Redis); knowledge of asynchronous programming; familiarity with cloud platforms (AWS, Azure, GCP); excellent problem-solving skills; effective communication and collaboration abilities.  

Technologies and Methodologies: Python, Django, Flask, FastAPI, PostgreSQL, MySQL, MongoDB, Redis, AWS, Azure, GCP.  

Domain Context: Focus on creating a platform for flexible tech talent management in a remote-first work environment."
126,"Job Title: Data Analyst-WA  
Company: ATC  
Responsibilities include gathering, analyzing, and documenting business requirements, with a focus on requirement gathering, writing user stories, and building roadmaps. Experience with Agile methodology and SDLC is required. The role involves preparing functional and detailed system design documents, effective communication across organizational levels, and demonstrating leadership and analytical skills. Responsibilities also encompass all phases of testing, including system, integration, and user acceptance testing, as well as creating use cases and test conditions. A Master’s Degree is required. The position is open to U.S. Citizens and authorized workers, with sponsorship available for eligible candidates on F1/OPT/CPT. Health insurance is provided at no cost."
127,"Job Title: Software Developer - Audio  
Company: Cliffhanger Games  

Responsibilities include developing advanced audio systems, tools, and pipelines to enhance audio experiences in a third-person, open-world action RPG. Collaborate with audio designers to integrate audio assets, implement sound effects, music, voiceovers, and interactive audio elements using Unreal Engine 5. Optimize audio systems for efficient resource usage while maintaining high-quality playback. Develop tools, scripts, and plugins for audio production workflows, and document audio systems and APIs for collaboration. Provide technical support and troubleshoot audio-related issues, maintain engine stability during updates, and engage in technical discussions and code reviews.  

Required skills include strong knowledge of audio processing, mixing, and playback systems, including interactive audio techniques and Wwise integration. Proficiency in Unreal Engine 5’s audio system and 3+ years of professional C/C++ experience with audio programming APIs such as FMOD or Wwise is essential. Experience in diagnosing complex audio issues and an appreciation for maintainable code is necessary.  

The role is situated within the video game industry, specifically focusing on action-adventure games. Compensation ranges vary by location, with base salaries in California from $140,700 to $204,700, New York from $125,300 to $204,700, and other specified ranges for New Jersey, Colorado, Washington, and British Columbia. Benefits include paid time off, sick time, medical/dental/vision insurance, life insurance, disability insurance, and a retirement plan, with eligibility for bonuses and equity in certain roles."
128,"Job Title: Python Developer with AI/ML  
Location: Charlotte, NC (Onsite)  
Job Type: Fulltime  
Visa: GC/GC-EAD/USC  

Responsibilities include implementing AI/ML solutions using Python, performing data analysis, and developing web applications. Required technical skills include strong proficiency in Python, experience with AI/ML libraries such as SciKit-Learn, Pandas, NumPy, and Matplotlib, as well as knowledge of relational databases and SQL. Familiarity with Django for web development, REST web services, and data visualization techniques using Tableau is also necessary. Candidates should have a minimum of 8 years of relevant experience."
129,"Job Title: Machine Learning Engineer (MLOps)  
Contract: 12+ months  
Client: Multi-billion dollar e-commerce/retail firm in Michigan  

Responsibilities include designing, implementing, and maintaining end-to-end machine learning pipelines for model training, validation, and deployment; collaborating with data scientists and engineers to integrate models into production; developing automation tools for the machine learning workflow; optimizing model performance using cloud and distributed computing; implementing monitoring solutions for model performance and data quality; managing model versioning and reproducibility; and providing technical guidance to junior team members.  

Required technical skills include expertise in Azure ML, Azure DevOps, Azure Container Apps, and programming in Python, Java, or Scala. Familiarity with containerization (Docker, Kubernetes), automation tools (JIRA, Ansible, Jenkins), and DevOps practices (CI/CD, IaC) is essential. Experience with version control systems (Git, GitLab, GitHub) and knowledge of software engineering best practices (TDD, code reviews) are also required. A bachelor's degree in computer science, engineering, mathematics, or a related field is necessary, along with strong problem-solving and communication skills. Relevant certifications in cloud computing are preferred."
130,"Job Title: Senior Machine Learning Engineer  
Company: Samson Rose  

Responsibilities include leading the development of clinically integrated therapy large language models (LLMs) for a mental health AI company, focusing on enhancing patient treatment outcomes under clinician supervision. Required skills include practical experience in product building and AI research, with a strong understanding of LLMs, model fine-tuning, and rapid prototyping of new models. Familiarity with reinforcement learning from human feedback (RLHF) and managing red-teaming efforts is advantageous. The role involves collaboration with founders and other engineers in a startup environment. Technologies and methodologies used include supervised fine-tuning and experimental model development. The company is focused on revolutionizing mental health care through AI, with an initial MVP already in the market. Visa sponsorship is not available."
131,"Job Title: Data Engineer II  
Company: Advantis Global (becoming INSPYR Solutions)  

The Data Engineer II role involves extracting, transforming, cleaning, and loading financial data into a data lake for use by software and business intelligence engineers. Responsibilities include meeting with business owners to formulate key questions, leveraging data from various sources, and presenting actionable insights to management. Required technical skills include 3-6 years of experience with database concepts, SQL querying, AWS Big Data services (Glue, Athena, Redshift, Lake Formation, Lambda), and proficiency in Python for data pipelines and processing logic. Familiarity with Oracle EBS and Agile PLM data is preferred. Experience with NoSQL data sources at scale and understanding financial reporting in Oracle EBS is a plus. The position is hybrid, requiring 3 days onsite and 2 days remote, and is based in the North Reading, MA or Boston, MA area."
132,"Job Title: Lead Automation Software Engineer  
Company: Wells Fargo  

The Lead Automation Software Engineer will support the Secure Network Services group, focusing on innovation within the Automation portfolio. Responsibilities include leading complex technology initiatives, developing standards and best practices for large-scale technology solutions, designing, coding, testing, debugging, and documenting projects, and analyzing technology solutions for business objectives. Required qualifications include 5+ years of software engineering experience, with 3+ years in scripting and automation using languages such as Python, Ansible, Perl, Golang, and R, as well as experience in reporting tools like Grafana, SharePoint, and PowerBI. Additional experience in modern application development, Java, and/or .NET is necessary, along with knowledge of DevOps principles and CI/CD pipelines. The position requires on-site work, and visa sponsorship is not available."
133,"Job Title: Senior Cloud Engineer  
Company: Equus Workforce Solutions  

The Senior Cloud Engineer is responsible for planning, designing, implementing, managing, and maintaining cloud infrastructure and services, ensuring reliability, security, and scalability of cloud-based solutions. Key tasks include collaborating with engineering and development teams to identify optimal cloud solutions, modifying existing systems, educating teams on new cloud technologies, managing Azure Subscription boundaries, developing modular cloud resources, and ensuring compliance with security policies. Required technical skills include experience with Azure, Office 365, CI/CD systems, automation tools (such as Azure Resource Manager, Terraform, Ansible), PowerShell, Azure CLI, and Kubernetes. Candidates should have at least 5 years of cloud computing experience, strong troubleshooting and analytical skills, and familiarity with networking, load balancing, firewalls, and enterprise/cloud-based PKI services. A degree in computer science or a related field is preferred, along with Azure certifications and experience in enterprise change/release management practices."
134,"Job Title: Business Intelligence Analyst (Power BI Analyst)  
Location: Los Angeles, CA (Remote, local candidates preferred due to occasional travel)  
Duration: 12 months with possible extension  

Responsibilities include building and maintaining dashboards and reports using Power BI, leading end-to-end implementations of Power BI solutions, and managing data acquisition and transformation processes. Required skills include at least 8 years of IT experience, proficiency in Power BI for data modeling, DAX, and creating interactive reports and visualizations. Candidates must have knowledge of Power BI administration tasks, data analysis concepts, and the ability to connect Power BI to various data sources. Familiarity with SQL for data querying and manipulation is necessary, as well as experience with other data visualization tools. Prior experience with State/Federal Government clients is preferred."
135,"Job Title: Azure DevOps Engineer  
Location: New York, NY (Hybrid/W2)  
Company: Platinum Enterprise Solutions, Inc.  

Responsibilities include modernizing existing DevOps processes, supporting Windows Server administration, configuring IIS Web servers, and migrating to Azure Web Apps. Required technical skills include proficiency in Microsoft Azure Cloud Services, cloud migrations, Git repositories, Azure DevOps (particularly Git and Boards), CI/CD tools (such as Octopus Deploy, TeamCity, Jenkins, Ansible, or Azure Pipelines), PowerShell, and SQL query language. Candidates should have experience with Azure SQL Database, centralized job scheduling tools, production support, and automated testing solutions for unit, integration, and system testing. Familiarity with AWS or GCP, Azure Kubernetes Service, and governance models for cloud-based infrastructure solutions is advantageous. A minimum of 7 years of experience as a senior-level DevOps Engineer is required."
136,"Job Title: Lead Software Engineer, Backend, International Solutions  
Company: Chick-fil-A Corporate Support Center  

The Lead Software Engineer will develop custom solutions for Chick-fil-A's International Technology Strategy, focusing on expanding operations in Canada, Puerto Rico, EMEA, and APAC. Key responsibilities include designing and building Proof-of-Concept solutions, specifying requirements, managing vendor relationships, and collaborating with partner engineering teams to ensure adherence to engineering standards and deadlines. Required technical skills include proficiency in back-end languages such as Golang, Java, or Ruby, experience with cloud-based solutions (AWS, GCP), and familiarity with agile methodologies, version control systems (preferably git), and solutions architecture for distributed systems. The role involves working within a DevOps model, necessitating both development and operational support, including off-hours availability. Minimum qualifications include 5 years of experience in shipping SaaS products, a Bachelor's degree in Computer Engineering, Computer Science, or a related field, and a proven ability to influence engineering culture. Preferred qualifications encompass experience leading teams, knowledge of TDD, CI/CD, and agile practices, as well as familiarity with AWS architecture, Edge Computing, and retail commerce solutions. Travel requirements are approximately 10%."
137,"Job Title: Azure Cloud Engineer  
Location: SFO or Cupertino, CA  
Responsibilities include creating infrastructure in Azure Cloud Service Provider (CSP) using Terraform and Azure DevOps (ADO), developing Infrastructure as Code (IAC) pipelines with GitLab runners, and collaborating with application teams to address ad-hoc requirements and troubleshoot platform issues. Required technical skills include strong knowledge of Microsoft Azure resources, Terraform, IAC pipelines, GitLab runners, Azure Virtual Machines (VMs), subscriptions, storage accounts, Azure Data Factory (ADF), Azure Key Vault (AKV), Azure Purview, Virtual Networks (VNETs), and subnets. The role involves converting ADO pipelines to Terraform IAC pipelines and requires hands-on experience in creating and resolving issues related to Azure services. This is a hybrid position, requiring in-office presence in SFO or Cupertino for three days a week."
138,"Job Title: Senior Software Engineer  
Company: CodeMonk  

Responsibilities include leading the development of robust and scalable applications using TypeScript, collaborating with cross-functional teams to translate business requirements into technical solutions, architecting maintainable codebases, mentoring junior developers, implementing best practices for code quality, optimizing application performance, and participating in architectural discussions. Required technical skills include proficiency in TypeScript, strong understanding of JavaScript frameworks (Angular, React, Node.js), experience with object-oriented programming and design patterns, knowledge of TypeScript tooling (Webpack, Babel), and familiarity with testing frameworks (Jasmine, Mocha, Jest). The role involves working in a remote-first environment with a focus on flexibility and collaboration."
139,"Job Title: Data Analyst - Financial  
Company: Frost  

The Data Analyst - Financial is responsible for analyzing complex financial data to support business initiatives, interpreting data using statistical methods, and presenting findings to management. Key tasks include extracting relevant data using SQL, creating reports to improve financial data collection processes, and collaborating with end users to ensure accurate information. Required qualifications include a Bachelor's degree in Business, Data Analytics, Statistics, or a related field, advanced SQL skills, experience with report writing systems, strong analytical and problem-solving abilities, and proficiency in Microsoft applications. Preferred qualifications include 2+ years of data analyst experience, familiarity with the banking industry, and knowledge of workflow process management or advanced analytics."
140,"Job Title: Python Developer  
Company: Idexcel  
Responsibilities include Python development with a focus on web frameworks such as Django, Flask, and Pyramid, along with J2EE. Required technical skills encompass 8 years of experience in J2EE and 6+ years in Python web frameworks, proficiency with Object Relational Mapper (ORM) libraries, and a deep understanding of Python's multi-process and threading limitations. Knowledge of front-end programming languages, including SQL, JavaScript, HTML, and CSS, is necessary. Experience in data integration from multiple sources and databases is also required."
141,"Job Title: Principal Software Engineer  
Company: UPMC  

Responsibilities include developing and delivering production-grade software in the healthcare domain, collaborating on software development efforts, collecting requirements, coding, documenting, and deploying to production systems. Key tasks involve understanding project requirements, architecture, and design, providing realistic estimates for on-time delivery, implementing high-quality code, participating in team development practices, and communicating project statuses to senior leadership. The role requires leading project priorities, collaborating on software projects, and ensuring product quality through adherence to approved architecture and design requirements.  

Required qualifications include a Bachelor’s Degree in Computer Science, Computer Engineering, Electrical Engineering, or a related field, with a preference for 12+ years of experience in complex development environments. Candidates must demonstrate the ability to translate abstract concepts into detailed software engineering plans, possess technical leadership experience, and manage complex production systems. Proficiency in programming languages, database programming and management, containerization development and deployment, and cloud-native solutions design (AWS, Google Cloud, Azure) is essential. Strong oral and written communication skills are necessary, along with experience in team-based environments and interaction within academic or research settings. Licensure includes Act 34 clearance."
142,"Job Title: Java Developer with Kafka  
Company: Swift Technologies Inc  
Location: New York, NY  

Responsibilities include software development, microservices architecture, and programming using the Spring Framework and Java. Required technical skills include proficiency in Java, Spring Framework, and Kafka, along with experience in Python and event-driven architecture. Knowledge of distributed systems and message queuing technologies is essential. Familiarity with cloud platforms such as AWS or Azure is also required. Candidates should possess strong problem-solving and analytical skills, as well as excellent communication and teamwork abilities. A Bachelor's degree in Computer Science or a related field is mandatory."
143,"Position: Staff Systems Engineer in Melbourne, FL at Northrop Grumman. Responsibilities include gathering requirements, developing prototype models, and architecting solutions for Multi-Domain Command and Control (MDC2) programs, with a focus on the U.S. Navy's E-2D Hawkeye aircraft. Key tasks involve supporting the full development life cycle of complex DoD aircraft, including requirements development, modeling and simulation, and verification and validation (V&V) activities. Required qualifications include a Bachelor’s degree in a STEM discipline with 14 years of experience, a Master’s with 12 years, or a PhD with 9 years, along with an active DoD Secret clearance and the ability to obtain Special Access Program clearance. Technical skills required are experience with Agile methodology, the Atlassian tool suite, Windows and Linux operating systems, and programming in Matlab and/or Python. Preferred qualifications include an active DoD Top Secret clearance, experience with IBM's DOORS for requirements management, and data analysis related to V&V activities in DoD Modeling and Simulation systems."
